Player,Identifier,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Pts,G,Mins,PER,TS_pct,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG_pct,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP
Doug McDermott,mcderdo01,2015,SF,23,CHI,36,0,8.9,1.2,3,0.402,0.4,1.1,0.317,0.8,1.8,0.455,0.463,0.3,0.4,0.667,0.2,1,1.2,0.2,0.1,0,0.5,0.8,3,36,321,6.1,0.48,0.383,0.14,2.1,12.2,7.3,3,0.6,0.2,13,18.3,-0.3,0.2,0,-0.005,-4.8,-3.3,-8,-0.5
Mitch McGary,mcgarmi01,2015,PF,22,OKC,32,2,15.2,2.8,5.2,0.533,0,0.1,0,2.8,5.1,0.54,0.533,0.8,1.3,0.625,1.7,3.5,5.2,0.4,0.5,0.5,1,2.3,6.3,32,485,16.6,0.55,0.012,0.242,11.9,24.4,18.2,4.6,1.7,2.6,14.5,19,0.6,0.7,1.3,0.127,-2.3,-0.1,-2.4,-0.1
JaVale McGee,mcgeeja01,2015,C,27,TOT,23,0,11.1,1.8,3.4,0.532,0,0,,1.8,3.4,0.532,0.532,1,1.4,0.667,0.8,1.9,2.7,0.1,0.1,0.9,0.8,1.3,4.6,23,256,14.4,0.567,0,0.418,7.3,18.9,12.9,2,0.4,6.1,16.1,18.9,0.1,0.3,0.4,0.071,-5.3,-0.3,-5.6,-0.2
JaVale McGee,mcgeeja01,2015,C,27,DEN,17,0,11.5,2,3.6,0.557,0,0,,2,3.6,0.557,0.557,1.2,1.7,0.69,0.8,2,2.8,0.1,0.1,1.1,0.8,1.6,5.2,17,195,16.7,0.597,0,0.475,7.5,19.5,13.3,0.8,0.5,7.6,15,19.2,0.2,0.2,0.4,0.109,-4.3,0.3,-4,-0.1
JaVale McGee,mcgeeja01,2015,C,27,PHI,6,0,10.2,1.3,3,0.444,0,0,,1.3,3,0.444,0.444,0.3,0.7,0.5,0.7,1.5,2.2,0.3,0,0.2,0.8,0.3,3,6,61,6.8,0.455,0,0.222,6.8,16.8,11.6,5.8,0,1.3,20.2,17.7,-0.1,0,-0.1,-0.052,-8.5,-2.3,-10.8,-0.1
Ben McLemore,mclembe01,2015,SG,21,SAC,82,82,32.6,4.4,10.1,0.437,1.7,4.8,0.358,2.7,5.4,0.507,0.521,1.6,2,0.813,0.4,2.6,2.9,1.7,0.9,0.2,1.7,2.7,12.1,82,2670,10.4,0.552,0.471,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8
Jerel McNeal,mcneaje01,2015,PG,27,PHO,6,0,6,0.5,1.8,0.273,0.2,0.3,0.5,0.3,1.5,0.222,0.318,0.3,0.3,1,0,0.5,0.5,0.3,0.5,0.2,0.8,0.8,1.5,6,36,1.2,0.379,0.182,0.182,0,9.2,4.6,7.8,4.2,2.1,29.6,20.6,-0.2,0.1,-0.1,-0.149,-10.2,1.7,-8.5,-0.1
Josh McRoberts,mcrobjo01,2015,PF,27,MIA,17,4,17.4,1.6,3.1,0.528,0.5,1.1,0.421,1.2,2,0.588,0.604,0.5,0.8,0.615,0.4,2.2,2.6,1.9,0.7,0.2,1.3,2.4,4.2,17,296,10.2,0.613,0.358,0.245,2.9,15.1,9.1,17.5,2.1,0.9,27.3,12.8,0.1,0.3,0.4,0.07,-1.7,0.6,-1.1,0.1
Jodie Meeks,meeksjo01,2015,SG,27,DET,60,0,24.4,3.7,8.9,0.416,1.2,3.5,0.349,2.5,5.4,0.46,0.485,2.4,2.7,0.906,0.2,1.5,1.7,1.3,1,0.1,1,1.3,11.1,60,1462,14.1,0.548,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,2.2,0.9,3.1,0.103,0.7,-1.6,-0.9,0.4
Gal Mekel,mekelga01,2015,PG,26,NOP,4,0,10.8,0.8,5,0.15,0,0.8,0,0.8,4.3,0.176,0.15,0,0,,0,0.3,0.3,3.3,0.5,0,0.5,0.3,1.5,4,43,0.5,0.15,0.15,0,0,2.6,1.3,42.2,2.4,0,9.1,23.3,-0.2,0,-0.2,-0.238,-10.3,-6.3,-16.6,-0.2
Khris Middleton,middlkh01,2015,SF,23,MIL,79,58,30.1,5.1,11,0.467,1.4,3.4,0.407,3.8,7.6,0.494,0.53,1.7,2,0.859,0.6,3.8,4.4,2.3,1.5,0.1,1.4,2.3,13.4,79,2378,15.6,0.563,0.308,0.18,2.3,14.3,8.4,12.7,2.6,0.4,10.8,19.9,3.2,3.5,6.7,0.135,0.9,0.5,1.4,2
C.J. Miles,milescj01,2015,SG,27,IND,70,40,26.3,4.7,11.8,0.398,2.2,6.4,0.345,2.5,5.4,0.459,0.491,1.9,2.3,0.807,0.3,2.8,3.1,1.1,0.9,0.4,1,1.9,13.5,70,1841,14.1,0.525,0.539,0.195,1.1,11.7,6.4,7.1,1.7,1.1,7.5,23.9,1.3,2.3,3.6,0.093,1,-1.3,-0.3,0.8
Andre Miller,millean02,2015,PG,38,TOT,81,0,15.5,1.8,3.6,0.5,0.1,0.4,0.206,1.7,3.2,0.539,0.512,0.7,1,0.753,0.5,1.4,1.9,3.5,0.4,0.1,1.3,1.3,4.4,81,1253,13.3,0.548,0.117,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,1.4,0.8,2.2,0.084,-1.2,-1.8,-3,-0.3
Andre Miller,millean02,2015,PG,38,WAS,51,0,12.4,1.5,2.8,0.542,0,0.2,0.125,1.5,2.6,0.567,0.546,0.5,0.8,0.718,0.4,1.1,1.5,2.8,0.3,0,0.9,1.1,3.6,51,631,14.3,0.575,0.056,0.275,3.8,9.8,6.9,34.1,1.1,0.3,22.4,14.8,1,0.6,1.6,0.124,-1.1,-1.6,-2.6,-0.1
Andre Miller,millean02,2015,PG,38,SAC,30,0,20.7,2.3,4.9,0.459,0.2,0.9,0.231,2.1,4.1,0.508,0.48,1,1.3,0.789,0.5,2,2.5,4.7,0.6,0.1,1.9,1.6,5.7,30,622,12.3,0.522,0.176,0.257,3,10.6,6.9,34.9,1.5,0.5,26,15.8,0.3,0.2,0.6,0.043,-1.4,-2,-3.4,-0.2
Darius Miller,milleda01,2015,SF,24,NOP,5,1,8.6,0.2,1.4,0.143,0,0.2,0,0.2,1.2,0.167,0.143,0,0,,0,0.2,0.2,0.4,0.2,0,0.2,1.6,0.4,5,43,-5.1,0.143,0.143,0,0,2.6,1.3,6.1,1.2,0,12.5,8.5,-0.1,0,-0.1,-0.122,-8.4,-1.5,-9.9,-0.1
Mike Miller,millemi01,2015,SF,34,CLE,52,15,13.5,0.7,2.2,0.325,0.6,1.9,0.327,0.1,0.3,0.313,0.465,0.1,0.1,0.75,0.1,1.7,1.8,0.9,0.3,0.1,0.4,1.4,2.1,52,701,4.6,0.471,0.86,0.035,0.7,14,7.4,9,1,0.5,16.6,8.9,-0.1,0.5,0.4,0.028,-2.6,-0.3,-3,-0.2
Quincy Miller,millequ01,2015,PF,22,TOT,10,0,11.9,0.9,3.8,0.237,0.3,1.8,0.167,0.6,2,0.3,0.276,0.8,1.1,0.727,0.4,1.6,2,0.8,0.7,0.5,0.5,0.9,2.9,10,119,7.4,0.338,0.474,0.289,3.7,14.9,9.4,9.8,3,3.3,10.5,17.8,-0.2,0.2,-0.1,-0.03,-5,1.3,-3.7,-0.1
Quincy Miller,millequ01,2015,PF,22,SAC,6,0,10.2,0.7,3,0.222,0.2,1.2,0.143,0.5,1.8,0.273,0.25,1.3,1.8,0.727,0.3,1.7,2,0.5,1,0.5,0.5,0.7,2.8,6,61,11.1,0.372,0.389,0.611,3.9,18,11.2,7.1,5,3.9,11.6,18.7,-0.1,0.1,0,0.01,-4.5,3,-1.5,0
Quincy Miller,millequ01,2015,PF,22,DET,4,0,14.5,1.3,5,0.25,0.5,2.8,0.182,0.8,2.3,0.333,0.3,0,0,,0.5,1.5,2,1.3,0.3,0.5,0.5,1.3,3,4,58,3.6,0.3,0.55,0,3.6,11.7,7.5,12.7,0.9,2.7,9.1,16.8,-0.1,0,-0.1,-0.072,-5.4,-0.5,-6,-0.1
Patty Mills,millspa02,2015,PG,26,SAS,51,0,15.7,2.5,6.6,0.381,1.2,3.6,0.341,1.3,3,0.429,0.473,0.6,0.8,0.825,0.4,1.1,1.5,1.7,0.5,0,0.7,1.1,6.9,51,801,13,0.496,0.542,0.119,3,7.5,5.3,16.9,1.8,0.2,9,22.1,0.6,0.9,1.4,0.087,1,-1.8,-0.7,0.3
Elijah Millsap,millsel01,2015,SG,27,UTA,47,5,19.7,1.7,5.1,0.34,0.6,1.9,0.311,1.1,3.1,0.358,0.399,1.2,1.8,0.674,0.6,2.6,3.2,1.2,1.2,0.3,1.4,2.6,5.3,47,924,7.9,0.45,0.378,0.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17,-1,1.4,0.4,0.02,-3.5,1.9,-1.6,0.1
Paul Millsap,millspa01,2015,PF,29,ATL,73,73,32.7,6.1,12.7,0.476,1.1,3,0.356,5,9.8,0.513,0.518,3.5,4.6,0.757,1.9,5.9,7.8,3.1,1.8,0.9,2.3,2.8,16.7,73,2390,20,0.565,0.232,0.362,6.9,20,13.6,15.4,2.8,2.4,13.3,23.8,4,4.3,8.3,0.166,1.6,2.6,4.2,3.7
Nikola Mirotic,mirotni01,2015,PF,23,CHI,82,3,20.2,3.1,7.6,0.405,1.2,3.8,0.316,1.9,3.8,0.495,0.485,2.8,3.5,0.803,0.8,4.2,4.9,1.2,0.7,0.7,1.1,2.1,10.2,82,1654,17.9,0.556,0.502,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,3,2.7,5.7,0.165,1.2,0,1.2,1.3
Nazr Mohammed,mohamna01,2015,C,37,CHI,23,0,5.6,0.6,1.3,0.433,0,0,,0.6,1.3,0.433,0.433,0,0.1,0.333,0.5,1.2,1.7,0.1,0.2,0.2,0.3,0.7,1.2,23,128,8.7,0.431,0,0.1,9.6,22.3,16.1,3.6,1.6,2.8,18.3,13.4,-0.1,0.2,0.1,0.04,-6.1,0.9,-5.3,-0.1
Greg Monroe,monrogr01,2015,PF,24,DET,69,57,31,6.1,12.4,0.496,0,0,,6.1,12.4,0.496,0.496,3.7,4.9,0.75,3.3,6.9,10.2,2.1,1.1,0.5,2.2,2.1,15.9,69,2137,21.2,0.549,0,0.394,11.2,25.1,17.9,11.7,1.9,1.3,13,23.9,4,2.8,6.8,0.153,0.6,1.3,1.9,2.1
E'Twaun Moore,mooreet01,2015,SG,25,CHI,56,0,9,1.1,2.5,0.446,0.2,0.7,0.342,0.9,1.8,0.485,0.493,0.2,0.4,0.6,0.2,0.6,0.8,0.6,0.4,0.1,0.3,0.8,2.7,56,504,10.3,0.504,0.273,0.144,2.7,7.1,5,10.4,2.1,0.9,8.7,14.4,0.3,0.5,0.8,0.08,-1.8,-0.6,-2.5,-0.1
Eric Moreland,moreler01,2015,PF,23,SAC,3,0,0.7,0.3,0.3,1,0,0,,0.3,0.3,1,1,0,0,,0,0.3,0.3,0,0,0,0,0.3,0.7,3,2,40.8,1,0,0,0,54.8,28.4,0,0,0,0,22,0,0,0,0.431,5.8,-10.2,-4.5,0
Darius Morris,morrida01,2015,PG,24,BRK,38,0,7.9,0.9,2.8,0.34,0.2,0.9,0.212,0.8,1.9,0.397,0.373,0.1,0.2,0.444,0.2,0.5,0.7,1.3,0.2,0,0.6,0.5,2.2,38,299,6.7,0.377,0.311,0.085,2.6,7.5,5.1,24.7,1.6,0,16,20,-0.5,0.1,-0.4,-0.068,-4.4,-2.8,-7.2,-0.4
Marcus Morris,morrima03,2015,PF,25,PHO,81,35,25.2,4.1,9.4,0.434,1.4,3.9,0.358,2.7,5.6,0.487,0.507,0.9,1.4,0.628,0.9,3.9,4.8,1.6,0.8,0.2,0.9,2.3,10.4,81,2045,13.7,0.52,0.41,0.148,3.9,16.9,10.3,10.2,1.5,0.6,8.2,19,2.2,1.8,4,0.093,0.2,-0.6,-0.4,0.8
Markieff Morris,morrima02,2015,PF,25,PHO,82,82,31.5,6.2,13.4,0.465,0.7,2.2,0.318,5.5,11.2,0.494,0.491,2.2,2.8,0.763,1.3,4.8,6.2,2.3,1.2,0.5,2.1,3,15.3,82,2581,15.8,0.523,0.163,0.211,4.6,17,10.7,12.4,2,1.2,12.4,23.3,1.8,2.7,4.6,0.085,-0.7,0.5,-0.2,1.2
Anthony Morrow,morroan01,2015,SG,29,OKC,74,0,24.4,3.9,8.3,0.463,1.9,4.4,0.434,1.9,3.9,0.497,0.578,1.1,1.2,0.888,0.5,2.1,2.6,0.8,0.7,0.1,0.5,1.8,10.7,74,1806,14.8,0.604,0.528,0.145,2.4,9.1,5.8,5.2,1.5,0.5,5.5,16.5,4.4,1.2,5.7,0.151,2.4,-1.8,0.6,1.2
Donatas Motiejunas,motiedo01,2015,PF,24,HOU,71,62,28.7,5,9.9,0.504,0.7,1.9,0.368,4.3,8,0.536,0.539,1.4,2.3,0.602,1.9,4,5.9,1.8,0.8,0.5,1.7,2.9,12,71,2037,14.4,0.553,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,2.4,2.3,4.7,0.11,-0.6,0.5,-0.1,1
Timofey Mozgov,mozgoti01,2015,C,28,TOT,81,80,25.2,3.9,7,0.555,0,0.1,0.333,3.9,6.9,0.557,0.557,1.9,2.7,0.718,2.5,4.8,7.3,0.7,0.4,1.2,1.4,2.8,9.7,81,2045,16.6,0.594,0.011,0.382,11,21.4,16.1,4.3,0.8,3.7,14.9,16.9,3.5,2.2,5.7,0.133,-1.2,0.8,-0.4,0.8
Timofey Mozgov,mozgoti01,2015,C,28,DEN,35,35,25.6,3.3,6.6,0.504,0.1,0.2,0.333,3.3,6.5,0.509,0.509,1.8,2.5,0.733,2.6,5.2,7.8,0.5,0.4,1.2,1.3,3.3,8.5,35,897,13.8,0.554,0.026,0.371,10.6,22.6,16.4,2.7,0.8,3.6,14.8,15.3,0.9,0.9,1.8,0.096,-2.6,0.8,-1.8,0
Timofey Mozgov,mozgoti01,2015,C,28,CLE,46,45,25,4.3,7.3,0.59,0,0,,4.3,7.3,0.59,0.59,2,2.8,0.708,2.4,4.5,6.9,0.8,0.4,1.2,1.5,2.5,10.6,46,1148,18.7,0.621,0,0.389,11.4,20.4,15.9,5.6,0.8,3.9,15,18.1,2.5,1.3,3.9,0.161,-0.2,0.8,0.6,0.8
Shabazz Muhammad,muhamsh01,2015,SG,22,MIN,38,13,22.8,5.1,10.4,0.489,0.5,1.3,0.392,4.6,9.1,0.503,0.514,2.7,3.8,0.717,1.7,2.4,4.1,1.2,0.5,0.2,0.9,1.3,13.5,38,866,19.9,0.556,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,2.1,-0.1,2,0.11,2,-3.8,-1.8,0
Toure' Murry,murryto01,2015,SG-PG,25,TOT,5,0,3.6,0.4,1,0.4,0,0,,0.4,1,0.4,0.4,0.4,0.4,1,0.2,0,0.2,0.2,0.2,0,0.8,0.4,1.2,5,18,1.1,0.51,0,0.4,6.4,0,3.1,8.3,2.8,0,40.5,24.9,-0.1,0,-0.1,-0.171,-10,-1.2,-11.2,0
Toure' Murry,murryto01,2015,PG,25,UTA,1,0,1,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,-41.7,0,0,0,0,0,0,0,0,0,0,45.8,0,0,0,-1.046,-36.8,-13.2,-50,0
Toure' Murry,murryto01,2015,SG,25,WAS,4,0,4.3,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0.5,0.5,1,0.3,0,0.3,0.3,0.3,0,1,0.5,1.5,4,17,3.6,0.615,0,0.5,6.8,0,3.3,8.8,3,0,45,23.7,-0.1,0,0,-0.12,-8.4,-0.5,-9,0
Mike Muscala,muscami01,2015,PF,23,ATL,40,8,12.6,2.1,3.8,0.55,0.2,0.6,0.409,1.9,3.2,0.574,0.579,0.6,0.6,0.88,1.3,1.7,3,0.6,0.4,0.5,0.5,1.3,4.9,40,502,18,0.608,0.146,0.166,12.2,14.8,13.5,8,1.6,3.2,11.5,16.7,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5
Shabazz Napier,napiesh01,2015,PG,23,MIA,51,10,19.8,1.7,4.5,0.382,0.8,2.3,0.364,0.9,2.2,0.4,0.476,0.9,1.1,0.786,0.3,1.9,2.2,2.5,0.8,0.1,1.6,1.5,5.1,51,1012,9.3,0.517,0.518,0.246,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,-0.3,0.8,0.5,0.024,-2,-0.6,-2.6,-0.2
Gary Neal,nealga01,2015,SG,30,TOT,54,1,22.1,3.5,9.3,0.374,0.9,3,0.305,2.6,6.3,0.407,0.423,2.2,2.5,0.867,0.3,2.1,2.4,1.9,0.4,0,1.2,1.6,10.1,54,1193,11.1,0.483,0.326,0.268,1.3,11,6,14.5,1,0.1,10.4,23.8,-0.2,0.8,0.6,0.023,-1.7,-2.6,-4.3,-0.7
Gary Neal,nealga01,2015,SG,30,CHO,43,0,21.7,3.3,9.3,0.359,0.9,3.1,0.293,2.4,6.2,0.392,0.408,2,2.4,0.863,0.3,1.9,2.2,1.9,0.4,0,1.3,1.6,9.6,43,931,9.9,0.466,0.334,0.256,1.6,9.7,5.6,14.9,0.9,0.1,11,24.4,-0.6,0.7,0.1,0.006,-2.2,-2.3,-4.6,-0.6
Gary Neal,nealga01,2015,SG,30,MIN,11,1,23.8,4.1,9.5,0.429,1,2.8,0.355,3.1,6.7,0.459,0.481,2.6,3,0.879,0,3.2,3.2,1.8,0.6,0,0.9,1.6,11.8,11,262,15.1,0.544,0.295,0.314,0,15.8,7.6,13.1,1.4,0,7.7,21.8,0.4,0,0.4,0.08,0.1,-3.4,-3.3,-0.1
Jameer Nelson,nelsoja01,2015,PG,32,TOT,63,29,22.3,3.3,8,0.407,1.4,4.1,0.345,1.8,3.9,0.472,0.495,0.4,0.6,0.667,0.5,1.8,2.3,4,0.7,0.1,1.7,2.2,8.3,63,1407,12.1,0.503,0.512,0.071,2.5,8.9,5.7,27.8,1.7,0.3,17.3,19.5,0.6,0.8,1.4,0.047,0.6,-1.6,-1,0.4
Jameer Nelson,nelsoja01,2015,PG,32,DAL,23,23,25.4,2.7,7.1,0.374,1.7,4.5,0.369,1,2.6,0.383,0.491,0.3,0.3,0.875,0.6,2.1,2.7,4.1,0.7,0.1,1.7,2.3,7.3,23,584,9.9,0.501,0.632,0.049,2.6,9.2,5.9,22.8,1.3,0.3,19,15.7,0.3,0.3,0.6,0.047,0.2,-1.1,-0.9,0.2
Jameer Nelson,nelsoja01,2015,PG,32,BOS,6,1,20.2,1.5,6.8,0.22,0.8,4.2,0.2,0.7,2.7,0.25,0.28,1,1.5,0.667,0.5,2.3,2.8,5.5,1.2,0,1.5,2.2,4.8,6,121,8.7,0.323,0.61,0.22,2.7,12.9,7.7,37.4,2.9,0,16.7,19.5,-0.2,0.2,0,-0.015,-2.7,-0.6,-3.3,0
Jameer Nelson,nelsoja01,2015,PG,32,DEN,34,5,20.6,4,8.8,0.45,1.4,3.8,0.354,2.6,5,0.524,0.527,0.3,0.6,0.579,0.5,1.5,1.9,3.7,0.7,0.1,1.8,2.1,9.6,34,702,14.5,0.53,0.433,0.063,2.4,8,5.1,30.3,1.8,0.4,16.5,22.7,0.5,0.3,0.8,0.058,1.6,-2.2,-0.6,0.2
Andrew Nicholson,nichoan01,2015,PF,25,ORL,40,3,12.3,2.1,4.8,0.437,0.3,1,0.317,1.8,3.7,0.47,0.471,0.4,0.6,0.6,0.4,1.6,2.1,0.6,0.2,0.3,0.6,1.3,4.9,40,492,10.3,0.483,0.216,0.132,3.8,15.2,9.4,7.3,0.6,2,10.7,20.8,-0.2,0.3,0.1,0.007,-4,-2.1,-6.2,-0.5
Joakim Noah,noahjo01,2015,C,29,CHI,67,67,30.6,2.8,6.4,0.445,0,0,0,2.8,6.3,0.447,0.445,1.6,2.6,0.603,3.3,6.4,9.6,4.7,0.7,1.1,1.8,3,7.2,67,2049,15.3,0.482,0.005,0.407,11.9,22.1,17.1,23,1.2,2.6,19.6,13.7,2.4,3.1,5.6,0.13,-0.2,3.6,3.4,2.8
Nerlens Noel,noelne01,2015,C,20,PHI,75,71,30.8,4,8.7,0.462,0,0,,4,8.7,0.462,0.462,1.9,3.1,0.609,2.5,5.7,8.1,1.7,1.8,1.9,1.9,2.8,9.9,75,2311,15,0.493,0,0.352,8.3,21,14.3,9.8,2.9,5,16.2,17,-0.2,4.2,4,0.083,-3.7,4.5,0.8,1.6
Lucas Nogueira,noguelu01,2015,C,22,TOR,6,0,3.8,0.3,1.3,0.25,0,0,,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.3,1.5,1.8,0.2,0.3,0,0.3,1,1,6,23,5.2,0.307,0,0.5,10,45.1,27.6,6.2,4.5,0,17,23.1,-0.1,0.1,0,-0.071,-11,0.7,-10.3,0
Steve Novak,novakst01,2015,SF-PF,31,TOT,35,0,5.6,0.6,1.6,0.393,0.5,1.4,0.396,0.1,0.2,0.375,0.563,0,0.1,0,0.1,0.6,0.6,0.3,0,0.1,0.1,0.7,1.8,35,197,8.6,0.554,0.857,0.036,1.1,11.4,6.3,8.6,0,0.8,8.1,14.1,0.2,0.1,0.3,0.075,-0.2,-3.2,-3.4,-0.1
Steve Novak,novakst01,2015,SF,31,UTA,22,0,5,0.7,1.6,0.457,0.7,1.5,0.485,0,0.1,0,0.686,0,0.1,0,0,0.7,0.7,0.3,0,0,0.1,0.6,2.2,22,109,14.5,0.669,0.943,0.057,1.1,15.8,8.5,9.3,0,0.7,7.7,16.4,0.3,0.1,0.4,0.162,3.3,-3.6,-0.2,0
Steve Novak,novakst01,2015,PF,31,OKC,13,0,6.8,0.5,1.6,0.286,0.2,1.2,0.2,0.2,0.5,0.5,0.357,0,0,,0.1,0.4,0.5,0.4,0,0.1,0.2,0.8,1.2,13,88,1.3,0.357,0.714,0,1.2,6,3.7,7.7,0,0.9,8.7,11.3,-0.1,0,-0.1,-0.032,-4.5,-2.8,-7.3,-0.1
Dirk Nowitzki,nowitdi01,2015,PF,36,DAL,77,77,29.6,6.3,13.8,0.459,1.4,3.6,0.38,5,10.2,0.486,0.508,3.3,3.8,0.882,0.6,5.4,5.9,1.9,0.5,0.4,1.1,2.1,17.3,77,2282,19.2,0.56,0.258,0.272,2.1,19.9,11,10.4,0.9,1.2,6.5,24.9,5.2,2,7.2,0.152,1.7,-1,0.7,1.5
Jusuf Nurkic,nurkiju01,2015,C,20,DEN,62,27,17.8,2.8,6.2,0.446,0,0,0,2.8,6.1,0.449,0.446,1.4,2.1,0.636,2,4.1,6.2,0.8,0.8,1.1,1.4,3.3,6.9,62,1103,14.8,0.483,0.005,0.345,11.8,26.1,18.7,7.3,2.4,4.8,16.3,20.7,-0.2,1.8,1.6,0.069,-3.7,3.1,-0.6,0.4
Johnny O'Bryant,obryajo01,2015,PF,21,MIL,34,15,10.8,1.3,3.5,0.367,0,0,,1.3,3.5,0.367,0.367,0.4,0.8,0.444,0.8,1.1,1.9,0.5,0.1,0.1,0.7,1.3,2.9,34,368,3.8,0.379,0,0.225,8.2,11.7,10,7.1,0.7,0.9,15.9,19.2,-0.8,0.3,-0.5,-0.063,-7.5,-1.6,-9,-0.7
Kyle O'Quinn,oquinky01,2015,PF,24,ORL,51,17,16.2,2.3,4.7,0.492,0.2,0.8,0.279,2.1,3.9,0.538,0.517,0.9,1.1,0.772,0.9,3,3.9,1.2,0.6,0.8,1.1,2.2,5.8,51,824,14.8,0.55,0.178,0.236,6.2,21.4,13.6,11.3,1.9,3.8,17.1,17.7,0.5,1.1,1.6,0.091,-2.1,2,-0.2,0.4
Victor Oladipo,oladivi01,2015,SG,22,ORL,72,71,35.7,6.6,15.1,0.436,1.2,3.4,0.339,5.4,11.6,0.464,0.474,3.6,4.4,0.819,0.7,3.5,4.2,4.1,1.7,0.3,2.8,2.6,17.9,72,2573,15.9,0.527,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,1.5,2,3.5,0.065,0.5,-0.5,0,1.3
Kelly Olynyk,olynyke01,2015,C,23,BOS,64,13,22.2,3.9,8.3,0.475,1,2.7,0.349,3,5.5,0.538,0.533,1.5,2.1,0.684,1.4,3.3,4.7,1.7,1,0.6,1.5,3.3,10.3,64,1423,15.9,0.558,0.331,0.258,7,16.5,11.7,12.2,2.3,2.1,14.3,21.1,1.5,2.1,3.6,0.12,0.7,1.4,2.1,1.5
Arinze Onuaku,onuakar01,2015,C,27,MIN,6,1,11.3,2,2.3,0.857,0,0,,2,2.3,0.857,0.857,0.5,1.3,0.375,1.2,2.3,3.5,0.7,0.2,0.5,0.3,1,4.5,6,68,22.8,0.771,0,0.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,0.2,0,0.3,0.197,2.5,-0.2,2.3,0.1
Zaza Pachulia,pachuza01,2015,C,30,MIL,73,45,23.7,3.3,7.2,0.454,0,0,0,3.3,7.2,0.456,0.454,1.7,2.2,0.788,2.7,4.2,6.8,2.4,1.1,0.3,1.8,2.3,8.3,73,1730,15.6,0.506,0.006,0.302,13.1,19.9,16.5,16.2,2.4,1,18.2,19.1,1.3,2.9,4.2,0.116,-0.9,2.2,1.4,1.5
Kostas Papanikolaou,papanko01,2015,SF,24,HOU,43,1,18.5,1.6,4.6,0.35,0.7,2.5,0.292,0.9,2.1,0.418,0.429,0.3,0.4,0.722,0.9,1.8,2.7,2,0.7,0.3,1.3,1.7,4.2,43,795,7.8,0.444,0.538,0.091,5.4,10.9,8.2,15.8,1.8,1.3,21.2,14.2,-0.4,0.9,0.5,0.029,-3,0.7,-2.3,-0.1
Jannero Pargo,pargoja01,2015,PG,35,CHO,9,0,8.1,1.7,3.9,0.429,1,2.4,0.409,0.7,1.4,0.462,0.557,0.2,0.2,1,0,0.3,0.3,0.9,0,0,0.3,0.9,4.6,9,73,14.9,0.571,0.629,0.057,0,4.6,2.3,20.8,0,0,7.7,24.3,0.1,0,0.2,0.113,3,-6.1,-3.2,0
Jabari Parker,parkeja01,2015,PF,19,MIL,25,25,29.5,5.2,10.5,0.49,0.2,0.6,0.25,5,9.9,0.506,0.498,1.8,2.6,0.697,2,3.5,5.5,1.7,1.2,0.2,1.9,1.7,12.3,25,738,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0.4,1,1.3,0.088,-1.4,0.2,-1.2,0.1
Tony Parker,parketo01,2015,PG,32,SAS,68,68,28.7,5.9,12.2,0.486,0.6,1.3,0.427,5.4,10.9,0.493,0.508,1.9,2.4,0.783,0.2,1.7,1.9,4.9,0.6,0,2.1,1.6,14.4,68,1953,15.9,0.539,0.107,0.2,0.9,6.5,3.7,28.7,1.2,0.1,13.9,24.5,2.4,1.7,4.1,0.1,0.2,-2.2,-2,0
Chandler Parsons,parsoch01,2015,SF,26,DAL,66,66,33.1,5.8,12.6,0.462,2,5.3,0.38,3.8,7.3,0.521,0.542,2.1,2.9,0.72,1,3.9,4.9,2.4,1,0.3,1.5,2.1,15.7,66,2186,16.3,0.567,0.419,0.233,3.2,13,8.1,11.4,1.6,0.7,9.5,20.6,3.8,1.7,5.5,0.121,2.7,-0.2,2.5,2.5
